Website,IRS EIN,Facebook,Name,Address,Twitter,Phone Number,Email,Instagram
www.partnershipsforchildren.org,43-2004770,https://www.facebook.com/PartnershipsforChildren?fref=nf,Partnerships for Children,"P.O. Box 204444,Austin,  78720",https://twitter.com/PFCatx,512-834-4756,kori@partnershipsforchildren.org,https://www.instagram.com/partnershipsforchildren
www.popupbirthday.org,47-5078088,https://www.facebook.com/popupbirthday/,Pop-Up Birthday,"3300 Bee Caves Road,Austin,  78746",,512-965-0061,laila@popupbirthday.org,https://www.instagram.com/popupbirthday/
www.pollyannatheatrecompany.org,73-1636047,https://www.facebook.com/pages/Pollyanna-Theatre-Company/190011411039528,Pollyanna Theatre Company,"P. O. Box 302037,Austin,  78703",,512-743-7966,Pollytheatre@gmail.com,
www.pplt.org,74-2989863,https://www.facebook.com/PinesAndPrairiesLandTrust,Pines and Prairies Land Trust,"PO Box 737,Bastrop,  78602",https://twitter.com/PinesPrairiesLT,512-308-1911,melanie@pplt.org,
www.planctx.org,74-2861614,https://www.facebook.com/pages/PLAN-of-Central-Texas/373520058703,"Planned Living Assistance Network of Central Texas, Inc.","P. O. Box 4755,Austin,  78765",https://twitter.com/search?q=%22PLAN%20of%20Central%20Texas%22&src=typd,512-851-0901,info@planctx.org,
www.ppgreatertx.org,52-1243220,https://www.facebook.com/ppgreatertx,Planned Parenthood of Greater Texas,"201 E. Ben White, Ste. B,Austin, Texas 78704",https://www.twitter.com/ppgreatertx,800-230-7526,development@ppgt.org,
www.thepfoundation.org,26-0134020,https://www.facebook.com/pflugervilleeducationfoundation,Pflugerville Education Foundation ,"1401 West Pecan Street,Pflugerville, Texas 78660",,512-594-0375,pef@pfisd.net,
www.pflugervillepetsalive.org,45-5363556,https://www.facebook.com/pflugervillepetsalive,Pflugerville Pets Alive!,"PO Box 3433,Pflugerville,  78691",https://twitter.com/ppainfo,512-900-1772,kim@pflugervillepetsalive.org,https://www.instagram.com/pflugervillepetsalive/
https://www.texvetpets.org/about-us/tvmf/,74-1983485,https://www.facebook.com/pages/Texas-Veterinary-Medical-Foundation/355768877782932?ref=hl,Texas Veterinary Medical Foundation,"8104 Exchange Drive,Austin, Texas 78754",https://twitter.com/TexasVMF,512-452-4224,ltibbitts@tvma.org,https://www.instagram.com/texasvmf/
www.texsar.org/,84-1644603,https://www.facebook.com/TEXSAR,"Texsar, Inc.","P.O. Box 171258,Austin,  78717",https://twitter.com/texsar1,512-956-6727,karen.knox@texsar.org,
www.texasstringscamp.com,47-1064264,https://www.facebook.com/texasstrings/,Texas Strings Camp,"555 East 5th Street,Austin,  78701",,512-923-6502,violingrad@gmail.com,https://instagram.com/tx_stringscamp
www.peoplefund.org,74-2814572,https://www.facebook.com/peoplefund,PeopleFund,"2921 E. 17th Street,Austin, Texas 78702",https://www.twitter.com/peoplefund,512-222-1016,acooney@peoplefund.org,https://www.instagram.com/peoplefund/
www.stemedlabs.org,47-1952118,https://www.facebook.com/stemedlabs,STEMed Labs,"3571 Far West Blvd. #38,Austin,  78731",https://twitter.com/stemedlabs,678-457-9616,ripal@stemedlabs.org,
www.steponward.org,47-2414072,https://www.facebook.com/GraceFoundationUSA/,Step Onward Foundation,"PO BOX 154016, AUSTIN ,  78715",https://twitter.com/steponward,512-657-6743,patrice@steponward.org,
www.texasbookfestival.org,74-2776425,https://www.facebook.com/TexasBookFestival,Texas Book Festival,"610 Brazos St,Austin, Texas 78701",https://twitter.com/texasbookfest,512-477-4055,bookfest@texasbookfestival.org,https://www.instagram.com/texasbookfest/
www.texasenvironment.org/fund/,74-2808805,https://www.facebook.com/texasenvironment,Texas Campaign for the Environment Fund,"105 West Riverside Drive,Austin, Texas 78704",https://twitter.com/txenvironment,512-326-5655,dobbs@texasenvironment.org,
www.skillpointalliance.org,74-2704188,https://www.facebook.com/skillpointalliance,Skillpoint Alliance,"201 East Second Street, Suite B,Austin, Texas 78701",https://www.twitter.com/skillpoint,512-323-6773,communications@skillpointalliance.org,
www.txcharitableclinics.org,33-1115138,https://www.facebook.com/texasassociationofcharitableclinics,Texas Association of Charitable Clinics,"3710 Cedar Street #213,Austin, Texas 78705",,512-777-8929,jody@txcharitableclinics.org,
www.teamfocususa.org,27-0015821,https://www.facebook.com/TeamFocusAustinTX/,Team Focus Texas,"110 Mountain Creek Pass,Georgetown, Texas 78633",,512-769-6023,helencarruth08@gmail.com,
www.tapestry.org,74-2551648,https://www.facebook.com/TapestryDanceCompany,Tapestry Dance Company,"4544 S. Lamar Blvd #200,Austin, Texas 78745",https://Twitter.com/TapestryDance,512-474-9846,dance@tapestry.org,https://www.Instagram.com/tapestrydancecompany
www.symphonyofsoul.org,74-2966932,https://www.facebook.com/SymphonyofSoulCharity,Symphony of Soul,"3801 N. Capital of Texas Hwy.,Austin,  78746",https://www.twitter.com/symphonyofsoul1,512-699-9298,Leslie@symphonyofsoul.org,
www.texasjailproject.org/,45-2666807,https://www.facebook.com/texasjailproject,Texas Jail Project,"1712 E. Riverside Drive,Austin,  78741",https://twitter.com/TxJailProject,512-469-7665,info@texasjailproject.org,
www.sustainablefoodcenter.org,74-2441468,https://www.facebook.com/SustainableFoodCenter,Sustainable Food Center,"2921 E 17th St Building C,Austin, Texas 78702",https://twitter.com/SFClocal,512-220-1094,becca@sustainablefoodcenter.org,
www.tapestrysingers.org,74-2675458,https://www.facebook.com/tapestrysingersatx/,Tapestry Singers,"PO Box 49578,Austin,  78765-9578",https://@TapestrySingers,512-923-0412,info2sing@tapestrysingers.org,https://www.instagram.com/tapestrysingers
www.successfulsmilesoftexas.org,47-5200652,https://www.facebook.com/SuccessfulSmilesofTexas,Successful Smiles of Texas,"2509 Gardenia Drive,Austin, Texas 78727",,512-270-9773,info@successfulsmilesoftexas.org,https://www.instagram.com/successfulsmiles
studentcharities.org,45-4807210,https://www.facebook.com/studentcharities,Student Charities,"PO Box 3393,Cedar Park,  78630",https://twitter.com/stucharities,512-736-5412,info@studentcharities.org,
www.survive2thrivefoundation.org,47-3856506,https://survive2thrivefoundation,Survive2Thrive Foundation,"1779 Wells Branch Parkway #110B # 132,Austin,  78728",https://s2tfoundation,512-308-6028,csantana@survive2thrivefoundation.org,https://survive2thrivefoundation
streetyouthministry.org,46-1449556,https://www.facebook.com/streetyouthministry,Street Youth Ministry,"408 W. 23rd St. Basement,Austin, Texas 78705",https://twitter.com/streetyouth,512-553-3796,terry@streetyouthministry.org,
www.streetcatrescue.com/,20-5131636,https://www.facebook.com/streetcatrescuetx?ref=hl,Street Cat Rescue,"P.O. Box 2524,Round Rock,  78680",https://twitter.com/streetcatrescue,512-762-3597,dpowell@abfurn.com,
www.storycircle.org,74-2838409,https:// www.facebook.com/StoryCircleNetwork,Story Circle Network,"Story Circle Network,Estes Park,  80517-1670",https://twitter.com/storycircle,512-306-8936,storycircle@storycircle.org,https://none
www.studentinc.org,74-1934031,,Student INC,"10901 Stonelake Blvd,Austin, Texas 78759",https://twitter.com/wearestudentinc,512-551-6054,kelly.ballard@bazaarvoice.com,https://www.instagram.com/wearestudentinc/
www.swansongs.org,20-3174875,https://www.facebook.com/swansongsaustin,Swan Songs,"PO Box 41475,Austin,  78704",https://twitter.com/swansongsaustin,512-416-7926,info@swansongs.org,
www.texasappleseed.org,74-2804268,https://www.facebook.com/TexasAppleseed,Texas Appleseed,"1609 Shoal Creek Blvd,Austin, Texas 78701",https://twitter.com/texasappleseed,512-473-2800,jsauer@texasappleseed.net,
www.taasa.org,75-1957156,https://facebook.com/taasa,"Texas Association Against Sexual Assault, Inc.","6200 La Calma Dr #110,Austin, Texas 78752",https://twitter.com/taasa,512-474-7190,emorris@taasa.org,https://instagram.com/taasa_tx
www.texadvocates.org,74-2356460,https://www.facebook.com/txadvocates/,Texas Advocates,"8001 Centre Park Drive, Suite 100,Austin,  78754",,512-522-6591,annessa.lewis@texadvocates.org,
www.komenaustin.org,75-2854966,https://www.facebook.com/komenaustin,Susan G. Komen Austin,"1705 S Capital of TX Hwy ,Austin, Texas 78746",https://www.twitter.com/komenaustin,512-473-0900,events@komenaustin.org,
www.texasafterviolence.org,80-0294810,https://www.facebook.com/TexasAfterViolenceProject,Texas After Violence Project,"P.O. Box 41476,Austin,  78704",https://twitter.com/txafterviolence,512-916-1600,info@texasafterviolence.org,
talarts.org,74-2073687,https://www.facebook.com/pages/Texas-Accountants-and-Lawyers-for-the-Arts/100467306672710,Texas Accountants and Lawyers for the Arts,"PO Box 144722,Austin,  78714",,512-459-8252,centraltexas@talarts.org,
www.txchildren.org,75-2687008,https://www.facebook.com/TexansCare,Texans Care for Children,"1106 Clayton Lane, Suite 111W,Austin, Texas 78723",https://twitter.com/putkids1st,512-473-2274,info@txchildren.org,
www.texas4000.org,20-0371876,https://www.facebook.com/texas4000,Texas 4000 for Cancer,"P.O. Box 6459,Austin,  78762",https://twitter.com/Texas4000,737-300-2318,courtney@texas4000.org,https://www.instagram.com/texas4000/
www.austinhighfoundation.org,74-2735283,https://www.facebook.com/pages/Stephen-F-Austin-High-School-Continuing-Education-Foundation/262246469673,Stephen F. Austin High School Continuing Education Foundation,"c/o Austin Trust Co., 336 S. Congress Ave., Ste 100,Austin, Texas 78704",https://twitter.com/GoAHSMaroons,512-517-9405,maryjane@moreland.com,
www.tex-arts.org,86-1150456,https://www.facebook.com/pages/TexARTS/107055352708308?ref=hl,TexARTS Association ,"2300 Lohman's Spur,Austin, Texas 78734",https://twitter.com/TexARTS,512-852-9079,Jarret@tex-arts.org,
www.teatrovivo.org,20-4868128,https://www.facebook.com/teatrovivoaustintx,Teatro Vivo,"PO Box 42374,Austin,  78704",https://twitter.com/teatrovivotx,512-956-8486,info@teatrovivo.org,
www.tenthousandvillages.com/austin,56-2361525,https://www.facebook.com/TenThousandVillagesAustin,Ten Thousand Villages,"4803 Burnet Rd,Austin, Texas 78756",https://twitter.com/AustinVillages,512-440-0440,manager.austin@tenthousandvillages.com,
austin.teenandfamilyservices.org/,61-1717245,,Teen and Family Services Austin,"4214 N. Capital of Texas Hwy.,Austin, Texas 78746",,512-502-5874,austininfo@teenandfamilyservices.org,
www.redemptivework.org,46-3925500,https://www.facebook.com/redemptivework,Redemptive Work,"1122 Colorado St Suite 105,Austin, Texas 78701",https://twitter.com/redemptivework,512-994-4684,redemptivework@gmail.com,
www.rebuildingtogetheraustin.org,46-2632455,https://www.facebook.com/rebuildingtogetheraustin,Rebuilding Together Austin,"P.O. Box 6939,Austin,  78762",https://twitter.com/rtogetheraustin,512-636-4498,cindy@rebuildingtogetheraustin.org,https://@rebuildingtogetheraustin
www.rbiaustin.org,80-0329998,https://www.facebook.com/rbiaustin,RBI Austin,"313 E. Anderson Lane, Suite 100,Austin,  78752",https://www.twitter.com/rbiaustin,512-537-7105,amanda.jackson@rbiaustin.org,https://www.instagram.com/rbiaustin
www.rawsonsaunders.org,74-2820712,https://www.facebook.com/RawsonSaundersSchool,Rawson Saunders,"2614 A Exposition Blvd,Austin, Texas 78703",https://www.twitter.com/RawsonSaunders,512-476-8382,abrubaker@rawsonsaunders.org,
www.redarena.org,26-4026721,https://www.facebook.com/#!/pages/RED-Arena/148500235204189,RED Arena,"1601 Bell Springs Rd,Dripping Springs, Texas 78620",https://twitter.com/REDarenaTX,512-807-6505,info@REDarena.org,
www.projecttransitions.org,74-2502171,https://www.facebook.com/projecttransitions,Project Transitions,"PO Box 4826,Austin,  78765",,512-454-8646,skrueger@projecttransitions.org,https://www.instagram.com/projtransitions/
pugrescueaustin.com/,27-0472435,https://www.facebook.com/PugRescueofAustin,Pug Rescue of Austin,"PO box 170428,Austin,  78717",https://twitter.com/pugrescueaustin,512-554-3070,hanna.m.cofer@gmail.com,
www.citizen.org/texas,521263996,https://www.facebook.com/publiccitizentx/,Public Citizen Foundation,"309 E 11th St, Suite 2,Austin, Texas 78701",https://twitter.com/publiccitizentx,512-637-9462,kwhite@citizen.org,
www.texanbynature.org,45-1864591,https://www.facebook.com/texanbynature/,Texan by Nature,"3500 Jefferson St., Ste 301,Austin, Texas 78731",https://www.twitter.com/TexanbyNature,512-284-7482,emily@texanbynature.org,https://www.instagram.com/texanbynature/
www.prizerartsandletters.org,81-3801442,https://www.facebook.com/PrizerGallery/,Prizer Arts & Letters,"2023 E. Cesar Chavez,Austin, Texas 78702",,512-575-3559,carrie@prizerartsandletters.org,
texas.pchas.org,75-0818172,https://www.facebook.com/PCHASWay/,Presbyterian Children's Homes and Services,"5920 William Cannon Drive,Austin, Texas 78749",https://twitter.com/PCHAS,512-476-1234,allison.harris@pchas.org,https://www.instagram.com/pchastx/
www.powerforparkinsons.org,47-4394675,https://www.facebook.com/powerforparkinsons,Power for Parkinsons,"10900 Research Blvd.,Austin,  78759",https://www.twitter.com/powerparkinsons,512-750-8091,info@powerforparkinsons.org,https:///www.instagram.com/powerforparkinsons
www.projectschoolhouse.org,20-1705489,https://www.facebook.com/ProjectSchoolhouse/,Project Schoolhouse,"PO Box 609,Austin,  78767",https://twitter.com/pschoolhouse,866-982-0498,tab@projectschoolhouse.org,https://www.instagram.com/projectschoolhouse/
www.stemdevelopment.org,27-0354293,https://www.facebook.com/STEMdevelopmentworldwide/,STEM Development Worldwide Foundation,"5133 S. FM 549,Rockwall , Texas 75032",https://twitter.com/STEMDevWorld,469-402-0071,kevin@gobehope.com,
www.rockride.org,74-2917659,https://www.facebook.com/ROCKRideOnCenter/,"R.O.C.K., Ride On Center for Kids","P.O.Box 2422,Georgetown,  78627",https://twitter.com/ROCKRideOn,512-930-7625,kathy@rockride.org,
www.ssplearningcenter.org,46-3028927,https://www.facebook.com/SSPLearningCenter,SSP Learning Center,"PO BOX 41213,Austin,  78704",https://twitter.com/ssp,512-788-7255,christina@ssplearningcenter.org,https://www.instagram.com/ssplearningcenter/
www.spiritreins.org,06-1692909,https://www.facebook.com/pages/Spirit-Reins/119092691696?ref=hl,Spirit Reins,"P.O. Box 368,Liberty Hill,  78642",https://twitter.com/SpiritReins,512-515-0845,gaylen@spiritreins.org,https://www.instagram.com/spiritreins/?hl=en
www.spectrumatx.org,74-2971705,https://www.facebook.com/SpectrumATX/,Spectrum Theatre Company,"4101 Monticello Circle,Austin, Texas 78721",https://twitter.com/spectrumatx,512-497-1157,spectrumtheatreco@gmail.com,
www.smca.com,74-2266181,https://www.facebook.com/St-Michaels-Catholic-Academy-182358441786806/,St. Michael's Catholic Academy,"3000 Barton Creek Boulevard,Austin, Texas 78735",https://twitter.com/SMCACrusaders,512-328-2323,sjernigan@smca.com,https://www.instagram.com/smcacrusaders/
www.sotx.org,74-1998367   ,https://www.facebook.com/specialolympicstx,Special Olympics Texas,"1804 Rutherford Lane,Austin, Texas 78754",https://twitter.com/SOTexas,512-491-2927,cshelton@sotx.org,https://@specialolympicstx
www.preservationaustin.org/,74-6060685,https://www.facebook.com/PreservationAustin,Preservation Austin,"PO Box 2113,Austin,  78768",https://twitter.com/PreservationAus,512-474-5198,info@preservationaustin.org,https://www.instagram.com/preservationaustin/
www.sparksforsuccess.org,81-3402046,https://www.facebook.com/SparksForSuccess/?notif_t=page_invite_accepted&notif_id=1482711680080651,Sparks for Success!,"PO Box 660204,Austin,  78766-7204",https://twitter.com/Sparks4Success,512-659-6409,Cynthia@SparksForSuccess.org,
www.southpop.org,20-2669744,https://www.facebook.com/SouthPopATX,South Austin Popular Culture Center,"1516-B South Lamar Blvd,Austin, Texas 78704",https://twitter.com/SouthPopATX,512-440-8318,Megan@southpop.org,
www.songwritingwithsoldiers.org,26-1626709,https://www.facebook.com/SongwritingWithSoldiers,SongwritingWith:Soldiers,"Barton Oaks Plaza 2,Austin,  78746",https://twitter.com/songwritingwith,512-387-5857,info@songwritingwithsoldiers.org,
www.socowomenschorus.org,46-0670588,https://www.facebook.com/SoCoWomensChorus/,SoCo Women's Chorus,"13492 Research Blvd,Austin,  78750-2254",https://@SoCoWoCho,512-442-1190,socowomenschorus@gmail.com,
www.ssvdp.org,74-2763690,https://www.facebook.com/ssvdp,Society of St. Vincent de Paul - Diocesan Council of Austin,"PO Box 81511,Austin,  78708",https://twitter.com/SVDPAustin,512-251-6995,katie@ssvdp.org,https://SSVDP_ATX
www.saprc.org,26-4626842,https://www.facebook.com/SouthAustinPRC,South Austin Pregnancy Resource Center,"PO Box 90098,Austin,  78709",https://www.twitter.com/SouthAustinPRC,512-447-7800,angela@saprc.org,
soccerassist.org/,47-2922753,https://www.facebook.com/SoccerAssistATX/,Soccer Assist,"2212 East Windsor,Austin,  78703",https://twitter.com/soccerassistatx,512-627-4042,arochlen@austin.utexas.edu,
www.rubysrainbow.org,45-3730204,https://www.facebook.com/RubysRainbow,Ruby's Rainbow,"PO Box 153095,Austin, Texas 78715",https://twitter.com/RubysRainboworg,512-879-7801,Liz@rubysrainbow.org,
austin.royalfamilykids.org/,74-2773217,https://www.facebook.com/rfkcaustin/,Royal Family Kids of Austin,"2700 Northland Drive,Austin,  78756",,979-595-5629,rfkc.atx@gmail.com,
www.rrisdeducationfoundation.org,74-2488709,https://www.facebook.com/RoundRockISDPartnersInEducationFoundation/,Round Rock ISD Education Foundation ,"595 Round Rock West Drive, Suite 404,Round Rock, Texas 78681",https://@RRISD_PIEF,512-464-5600,rrisdpief@rrisdeducationfoundation.org,
www.rrasc.org,74-2454410,,ROUND ROCK AREA SERVING CENTER,"PO Box 5006,Round Rock,  78683-5006",,512-244-2431,LORI_C_SCOTT@YAHOO.COM,
www.rudemechs.com,74-2885150,https://www.facebook.com/rudemechs,Rude Mechanicals,"The Off Center,Austin, Texas 78702",https://twitter.com/RudeMechs,512-476-7833,info@rudemechs.com,https://instagram.com/rudemechs
www.rosedaleproud.org,74-2898438,https://www.facebook.com/RosedaleRide,Rosedale Foundation,"2117 W 49th St,Austin, Texas 78756",,512-414-1139,aleavens31@gmail.com,
www.rrca-tx.org,27-3922644,https://www.facebook.com/roundrockchristianacademy/?hc_ref=SEARCH&fref=nf,Round Rock Christian Academy,"301-A N. Lake Creek Drive,Round Rock, Texas 78681",,512-255-4491,stephanieseverson@rrca-tx.org,
www.rmhc-ctx.org,74-2277664,https://www.facebook.com/rmhcctx,RONALD MCDONALD HOUSE CHARITIES OF CENTRAL TEXAS,"1315 Barbara Jordan Blvd.,Austin, Texas 78723",https://twitter.com/RMHCCTX,512-628-5931,lgarcia@rmhc-ctx.org,
www.rivercityhopestreet.org,74-2909657,https://facebook.com/rivercityhopestreet,River City Hope Street,"1150 S Bell Blvd #3,Cedar Park, Texas 78613",https://twitter.com/HopeStreetATX,512-909-9166,chrisrowley@sbcglobal.net,
www.restoretransformaustin.org,45-3537224,https://www.facebook.com/restorationtransformation,Restore Transform,"1003 Adventure Ln,Cedar Park, Texas 78613",,512-221-1939,info@restoretransformaustin.org,
