Website,IRS EIN,Facebook,Name,Address,Twitter,Phone Number,Email,Instagram
www.100clubcentex.com,74-2665748,https://www.facebook.com/100clubcentex,The 100 Club of Central Texas,"3200 Steck Avenue,Austin, Texas 78757",https://www.twitter.com/100clubcentex,512-345-3200,ea@100clubcentex.com,
www.thefirstteeaustin.org,74-2930567,https://www.facebook.com/firstteeaustin,The First Tee of Greater Austin,"5501 Ed Bluestein Blvd.,Austin, Texas 78723",https://twitter.com/FirstTeeAustin,512-732-0380,rguier@firstteeaustin.org,
thecontemporaryaustin.org/,74-1233816,https://www.facebook.com/TheContemporaryAustin,The Contemporary Austin,"3809 W. 35th St,Austin, Texas 78703",https://twitter.com/ContemporaryATX,512-458-8191,info@thecontemporaryaustin.org,
www.christicenter.org,74-2463672,https://www.facebook.com/pages/The-Christi-Center/206855022721683,The Christi Center,"2306 Hancock Drive,Austin, Texas 78746",https://twitter.com/ChristiCenter,512-467-2600,lara@christicenter.org,https://instagram.com/christicenter
www.frontporchaustin.org,20-8225492,https://www.facebook.com/FrontPorchAustin,"The Front Porch Project, Inc.","209 W. 27th,Austin,  78705",,512-656-6594,steve@frontporchaustin.org,https://www.instagram.com/frontporchaustin
texas.childrensheartfoundation.org,46-1385053,https://www.facebook.com/CHFTX,The Children's Heart Foundation - Texas Chapter,"PO Box 5275,Round Rock,  78683",https://twitter.com/CHFTexas,512-666-0109,chftx@childrensheartfoundation.org,https://www.instagram.com/chftx/
www.theaustinproject.org,74-2634835,https://www.facebook.com/pages/The-Austin-Project/155727381157985,The Austin Project,"5221 Ledesma,Austin, Texas 78721",https://twitter.com/austin_project,512-414-6825,yvonne.lane@theaustinproject.org,
www.thebridgecollective.org,38-3892724,https://www.facebook.com/TheBridgeCollectiveAtx,The Bridge Collective,"PO Box 650075,Austin,  78765",https://twitter.com/thebridgeatx,512-524-9822,thebridgecollective2012@gmail.com,https://instagram.com/thebridgecollective
www.thebaronsmen.org,26-3680902,https://www.facebook.com/thebaronsmen,The Baron's Men,"PO Box 9255,Austin,  78766",https://www.twitter.com/thebaronsmen,512-777-1583,accounts@thebaronsmen.org,
www.austincityballet.org,74-2921034,,The Austin City Ballet,"PO Box 500125,Austin,  78750",,512-537-7045,austincityballet@gmail.com,
www.caringplacetx.org,74-2386902,https://www.facebook.com/thecaringplace,The Caring Place,"PO Box 1215,Georgetown,  78627",https://twitter.com/thecaringplace,512-943-0702,rturner@caringplacetx.org,
www.watertothrive.org,26-2213782,https://www.facebook.com/WaterToThrive/,Water to Thrive,"8701 North Mopac Expressway,Austin, Texas 78759",https://twitter.com/WaterToThrive,512-206-4495,team@watertothrive.org,https://www.instagram.com/watertothrive/
www.settlementhome.org,74-1200133,https://www.facebook.com/settlementhome,The Settlement Home for Children,"1600 Payton Gin Road,Austin, Texas 78758",https://twitter.com/SettlementHome,512-836-2150,development@settlementhome.org,https://www.instagram.com/settlementhome/?hl=en
www.theaustinharmonyproject.org,27-4173870,https://www.facebook.com/The.Austin.Harmony.Project,The Austin Harmony Project,"1806 W. Stassney, Suite 106,Austin, Texas 78745",https://twitter.com/HarmonyATX,512-394-5394,tressieseegers@yahoo.com,
www.youngjourney.org,20-1046969,https://www.facebook.com/theyoungjourney,The Young Journey Foundation,"4500 E. Palm Valley Blvd.,Round Rock,  78665",https://twitter.com/theyoungjourney,512-784-2459,info@youngjourney.org,https://www.instagram.com/youngjourneyfoundation/
www.unitedwayhaysco.org,74-2257167,https://www.facebook.com/UnitedWayofHaysCaldwellCounties/,United Way of Hays County,"PO Box 1728,San Marcos,  78667",https://twitter.com/UWHaysCo,512-353-1420,michelle.harper@uwhays.org,
www.thewrighthouse.org,74-2504808,https://www.facebook.com/pages/The-Wright-House-Wellness-Center/61702921953?ref=hl,The Wright House Wellness Center,"8101 Cameron Rd., Ste 105,Austin, Texas 78754",https://twitter.com/whwced,512-467-0088,lauren@thewrighthouse.org,
