Website,IRS EIN,Facebook,Name,Address,Twitter,Phone Number,Email,Instagram
www.hfla.org,45-2686852,,Hebrew Free Loan of Austin,"3571 Far West Blvd #233,Austin,  78731",,512-677-4352,info@hfla.org,
www.hispanicscholar.org,83-0409721,https://www.facebook.com/hispanicscholar,Hispanic Scholarship Consortium,"7703 N Lamar Blvd Suite 310,Austin, Texas 78752",https://www.twitter.com/hispanicscholar,512-368-2956,amoyer@hispanicscholar.org,
www.honktx.org,47-2409477,https://www.facebook.com/honktx,HONK!TX - Festival of Community Street Bands,"7014 St John's Cir,Austin, Texas 78757-1944",https://twitter.com/HonkTX,512-910-4665,board@honktx.org,https://instagram.com/honktx
www.sciencemill.org,46-0600789,https://www.facebook.com/ScienceMill,Hill Country Science Mill,"101 S. Lady Bird Lane,Johnson City, Texas 78636",https://www.twitter.com/sciencemill,844-263-6405,holly.barton@sciencemill.org,https://www.instagram.com/hillcountrysciencemill/
www.hillcountryconservancy.org,74-2948145,https://www.facebook.com/hillcountryconservancy,Hill Country Conservancy,"Post Office Box 163125,Austin,  78716",https://twitter.com/hereforever,512-328-2481,hanna@hillcountryconservancy.org,
hillcountryseniorcitizensactivitycenter.org,74-1937007,https://@HillCountrySeniorCitizensThriftStore,Hill Country Senior Citizens Activity Center,"1310 Hwy 290 West,Dripping Springs, Texas 78620",,512-858-4663,karynbrogers@gmail.com,
hc4a.org,27-2362869,https://www.facebook.com/HinduCharities/,Hindu Charities For America,"2701 Glenwood Trail,Cedar Park,  78613",https://twitter.com/HCforA,512-994-4638,info@hc4a.org,
www.hlfcc.org,74-2233861,https://www.facebook.com/HLFCC/,Highland Lakes Family Crisis Center,"Po Box 805,Marble Falls, Texas 78654",,830-693-3656,alahmon@nctv.com,
www.ilivehereigivehere.org,90-0647614,https://www.facebook.com/AmplifyATX ,I Live Here I Give Here,"1210 Rosewood,Austin, Texas 78702",https://twitter.com/ILH_IGH,512-717-4193,Christine@ilivehereigivehere.org,https://www.instagram.com/amplifyatx/
www.hccm.org,74-2309435,https://www.facebook.com/Hill-Country-Community-Ministries-122614997796762/,Hill Country Community Ministries,"P.O. Box 1064,Leander,  78646",,512-259-0360,tiesa.hollaway@hccm.org,
www.hillcountryalliance.org,26-0106908,https://www.facebook.com/HillCountryAlliance,Hill Country Alliance,"15315 Hwy 71 West,Bee Cave, Texas 78735",https://twitter.com/NewsHCA,512-263-9147,shannon@hillcountryalliance.org,
love-a-bull.org/,30-0501857,https://www.facebook.com/LoveABullAustin,"Love-A-Bull, Inc. ","2900 W. Anderson Lane C-200 #304,Austin,  78757",https://twitter.com/Love_A_Bull,512-507-3048,amber@love-a-bull.org,https://instagram.com/loveabullatx/
www.mwaustin.org,27-0549926,https://www.facebook.com/MobilityWorldwideTXAustin,"Mobility World Wide, TX-Austin","P.O. Box 500035,Austin,  78750",,512-826-3924,info@mwaustin.org,
highlandlakesspca.org,74-2923659,https://www.facebook.com/pages/Highland-Lakes-SPCA/176464209141566,Highland Lakes SPCA,"P.O. Box 1275,Marble Falls,  78654",https://twitter.com/hlspca,830-693-0569,highlandlakesspca@gmail.com,
diversityandciviclife.org,47-3265073,https://www.facebook.com/diversityandciviclife/,Institute for Diversity and Civic Life,"1009 E. 11th St.,Austin, Texas 78702",https://twitter.com/IDCL_TX,512-593-2382,tiffany@diversityandciviclife.org,https://www.instagram.com/diversityandciviclife/
www.willread.org,80-0078300,https://facebook.com/LiteracyCo,Literacy Coalition of Central Texas,"1640B E 2nd St ,Austin, Texas 78702",https://twitter.com/LiteracyCo,512-326-8655,fundraising@willread.org,https://instagram.com/literacycoalition/
www.literacyfirst.org,74-1587488,https://www.facebook.com/literacyfirst/?fref=ts,Literacy First,"University of Texas Charles A. Dana Center,Austin, Texas 78701",https://twitter.com/literacy1st,512-232-5649,support.literacyfirst@austin.utexas.edu,https://www.instagram.com/literacyfirst/
littlehelpinghands.org,27-0452295,https://www.facebook.com/LittleHelpingHands,Little Helping Hands,"8711 Burnet Rd., Suite B-33,Austin,  78757",https://twitter.com/LittleHelpingHa,512-358-6943,arielle@littlehelpinghands.org,https://www.instagram.com/littlehelpinghandsatx/
www.pipaustin.org,30-0809437,https://www.facebook.com/pipatx/,Partners in Parenting,"3701 Gable Dr.,Austin,  78759",https://twitter.com/pipatx,512-203-5144,rachel@pipaustin.org,
www.pact.city,47-4236781,https://www.facebook.com/PartnersAgainstChildTrafficking/,Partners Against Child Trafficking,"13091 Pond Springs Drive,Austin,  78729",https://twitter.com/unite_care_hope,512-410-8080,rick@PACT.city,
www.parksidecommunityschool.org,74-2593776,https://www.facebook.com/ParksideCommunitySchool,Parkside Community School,"3207 W. Slaughter Lane,Austin, Texas 78748",https://twitter.com/parksidecsatx,512-472-2559,keldie@parkcs.com,
www.parkingmobility.com,45-4767467,https://www.facebook.com/ParkingMobility,Parking Mobility,"1101 W 34th St,Austin, Texas 78705",,512-981-9628,mack@parkingmobility.com,
www.mlf.org,74-2956081,https://www.facebook.com/mlfnation,Mobile Loaves & Fishes,"903 S. Capital of Texas Highway,Austin, Texas 78746",https://twitter.com/MLFNOW ,512-328-7299,donna@mlf.org,
www.pdapaustin.org,74-2979164,,Palmer Drug Abuse Program of Austin,"2000 Lipanese Trail,Austin,  78733",,512-927-0422,gbsellers3@aol.com,
https://www.ownyourownuniverse.org,27-3390938,https://www.facebook.com/OwnYourOwnUniverse,Own Your Own Universe,"Own Your Own Universe ,San Marcos,  78667",https://twitter.com/OYOUCenter,512-426-7288,ownyourownuniverse@gmail.com,https://www.instagram.com/terrihendrixmusic/
www.austintheatre.org,74-2975922,https://www.facebook.com/paramounttheatre,Paramount & Stateside Theatres,"P.O. Box 1566,Austin,  78767",https://twitter.com/ParamountAustin,512-692-0530,pdeegan@austintheatre.org,
www.panoramicvoices.org,16-1676744,https://www.facebook.com/panoramicvoicesATX/,Panoramic Voices,"P.O. Box 28621,Austin,  78755-8621",https://twitter.com/panoramicvoices,714-313-5794,jina.chung@panoramicvoices.org,https://www.instagram.com/panoramic_voices/
https://www.opendoorpreschool.org,74-1834374,https://www.facebook.com/opendoorpreschools,Open Door Preschools,"3804 Cherrywood Rd.,Austin, Texas 78722",,512-560-8635,elsner@opendoorpreschool.org,
www.outyouth.org,74-2732971,https://www.facebook.com/OutYouth,Out Youth,"909 East 49 1/2 Street,Austin,  78751",,512-419-1233,aubrey.wilkerson@outyouth.org,
www.openmyworld.org,26-1695363,https://www.facebook.com/pages/Open-My-World-Therapeutic-Riding-Center/185964887244,Open My World Therapeutic Riding Center,"1020 County Road 270,Leander, Texas 78641-1351",https://twitter.com/omwtherapy,512-259-6665,info@openmyworld.org,
odysseyschool.com,74-2856018,https://www.facebook.com/OdysseySchool,Odyssey School,"4407 Red River,Austin, Texas 78751",https://twitter.com/odysseyaustin,512-472-2262,bowers@odysseyschool.com,https://www.instagram.com/odysseyatx
www.newschoolofmusic.net, 27-0511461,https://www.facebook.com/NewSchoolOfMusicAustin,New School of Music,"PO Box 142553,Austin,  78714",https://twitter.com/nsmAustin,512-461-5312,enroll@newschoolofmusic.net,https://www.instagram.com/newschooltx
www.newmilestones.org,73-2399174,https://www.facebook.com/newmilestones,New Milestones Foundation,"P.O. Box 3211,Austin,  78764",,512-440-4051,fran.irwin@atcic.org,
www.lifeworksaustin.org,74-2137189,https://www.facebook.com/lifeworks.austin,LifeWorks,"3700 South 1st St.,Austin, Texas 78704",https://www.twitter.com/LifeWorksAustin,512-735-2475,development@lifeworksaustin.org,
ocscbuda.org,74-2370690,https://www.facebook.com/pages/Onion-Creek-Senior-Center/166185066741022,Onion Creek Senior Center,"420 Bartons Crossing,Buda, Texas 78610",,512-295-3413,info@ocscbuda.org,
www.lifelongfriends.org,74-2827022,https://www.facebook.com/lifelong.friends1997,Lifelong Friends Pet Adoptions,"20803 FM 1431,Lago Vista, Texas 78645",,512-267-6876,info@lifelongfriends.org,
leapofjoy.org,26-0109852,https://www.facebook.com/?_rdr=p,Leap of Joy,"3905 Leafield Dr.,Austin,  78749",https://twitter.com/LeapofJoy,512-507-3310,dhoutkooper@leapofjoy.org,https://@leapofjoy
www.lls.org/sctx,13-5644916,https://www.facebook.com/llssctx,Leukemia & Lymphoma Society,"8001 Centre Park Drive, Suite 150,Austin, Texas 78754",https://twitter.com/LLSSCTX,512-676-5699,brenda.mantecon@lls.org,
www.leadershipaustin.org/,74-2967463,https://www.facebook.com/leadershipaustin,Leadership Austin,"1609 Shoal Creek Blvd, Ste 202,Austin, Texas 78701",https://www.twitter.com/Lead_Austin,512-499-0435,ccollins@leadershipaustin.org,
leeftx.org/,20-5464545,https://www.facebook.com/leanderedfound,Leander ISD Educational Excellence Foundation (LEEF),"P.O.Box 358,Cedar Park,  78630",https://twitter.com/leanderedfound,512-570-0027,gloria@leanderedfound.org,
www.legacyofhopeaustin.org,74-2614858,https://www.facebook.com/LOHATX/,Legacy of Hope Austin,"8901 W. Hwy 71,Austin, Texas 78735",https://twitter.com/2dance2dream1,512-766-6011,info@legacyofhopeaustin.org,
